Name,Lab 2 Scope,
File,C:\Users\MECH467_TA\Desktop\2025w1_Mech467_Lab2\Lab2_S2\Gyan\step_ll.csv,
Starttime of export,134076222752598000,Friday, November 14, 2025,11:31:15.259
Endtime of export,134076222852598000,Friday, November 14, 2025,11:31:25.259


TriggerGroup,Count,ReleaseTime,Comment,
Start traj,0,0,,
Timed Stop,0,10000,,

Name,RefTraj [mm],Enc1_ActPos [mm],Enc2_ActPos [mm],Enc1_ActVelo [mm/s],Enc2_ActVelo [mm/s],Vout [V]
69,0,0,0,0,0,-7.6350257827164166E-203
69.2,0,0,0,0,0,-5.7021078630413733E-203
69.4,0,0,0,0,0,-4.2585362521448222E-203
69.6,0,0,0,0,0,-3.1804258085638543E-203
69.8,0,0,0,0,0,-2.3752547177881947E-203
70,0,0,0,0,0,-1.7739244094873856E-203
70.2,0,0,0,0,0,-1.3248296222753889E-203
70.4,0,0,0,0,0,-9.8942971790187255E-204
70.6,0,0,0,0,0,-7.3894118172418315E-204
70.8,0,0,0,0,0,-5.518674648319848E-204
71,0,0,0,0,0,-4.1215418259603921E-204
71.2,0,0,0,0,0,-3.0781135155906719E-204
71.4,0,0,0,0,0,-2.298844271137337E-204
71.6,0,0,0,0,0,-1.7168583797101628E-204
71.8,0,0,0,0,0,-1.2822106886442986E-204
72,0,0,0,0,0,-9.5760038772169116E-205
72.2,0,0,0,0,0,-7.1516990981746545E-205
72.4,0,0,0,0,0,-5.3411423644595508E-205
72.6,0,0,0,0,0,-3.9889544240900438E-205
72.8,0,0,0,0,0,-2.9790925445735764E-205
73,0,0,0,0,0,-2.224891900377734E-205
73.2,0,0,0,0,0,-1.6616281281302062E-205
73.4,0,0,0,0,0,-1.2409627792364829E-205
73.6,0,0,0,0,0,-9.2679498702471492E-206
73.8,0,0,0,0,0,-6.9216334473997689E-206
74,0,0,0,0,0,-5.1693211822352692E-206
74.2,0,0,0,0,0,-3.8606322753402639E-206
74.4,0,0,0,0,0,-2.88325701576045E-206
74.6,0,0,0,0,0,-2.153318530757804E-206
74.8,0,0,0,0,0,-1.608174598920385E-206
75,0,0,0,0,0,-1.2010417890671228E-206
75.2,0,0,0,0,0,-8.9698057664506626E-207
75.4,0,0,0,0,0,-6.69896886355176E-207
75.6,0,0,0,0,0,-5.0030273791082759E-207
75.8,0,0,0,0,0,-3.7364381692074459E-207
76,0,0,0,0,0,-2.7905044554840413E-207
76.2,0,0,0,0,0,-2.0840476313108661E-207
76.4,0,0,0,0,0,-1.5564406360422922E-207
76.6,0,0,0,0,0,-1.1624050319809522E-207
76.8,0,0,0,0,0,-8.6812527704906532E-208
77,0,0,0,0,0,-6.4834672589740308E-208
77.2,0,0,0,0,0,-4.8420831427780729E-208
77.4,0,0,0,0,0,-3.6162393091633702E-208
77.6,0,0,0,0,0,-2.7007356865903645E-208
77.8,0,0,0,0,0,-2.0170051330231834E-208
78,0,0,0,0,0,-1.506370922131238E-208
78.2,0,0,0,0,0,-1.1250111950094054E-208
78.4,0,0,0,0,0,-8.4019823424753045E-209
78.6,0,0,0,0,0,-6.2748982051397831E-209
78.8,0,0,0,0,0,-4.6863163810537615E-209
79,0,0,0,0,0,-3.4999071706604036E-209
79.2,0,0,0,0,0,-2.6138547223919466E-209
79.4,0,0,0,0,0,-1.9521193496344915E-209
79.6,0,0,0,0,0,-1.4579119193472782E-209
79.8,0,0,0,0,0,-1.0888202941960683E-209
80,0,0,0,0,0,-8.1316958680465853E-210
80.2,0,0,0,0,0,-6.0730386862626386E-210
80.4,0,0,0,0,0,-4.5355605378417166E-210
80.6,0,0,0,0,0,-3.3873173637045728E-210
80.8,0,0,0,0,0,-2.5297686640325285E-210
81,0,0,0,0,0,-1.8893209009863185E-210
81.2,0,0,0,0,0,-1.4110118121290225E-210
81.4,0,0,0,0,0,-1.0537936318431939E-210
81.6,0,0,0,0,0,-7.87010433908208E-211
81.8,0,0,0,0,0,-5.8776728608334509E-211
82,0,0,0,0,0,-4.38965441505283E-211
82.2,0,0,0,0,0,-3.278349499849581E-211
82.4,0,0,0,0,0,-2.448387601153484E-211
82.6,0,0,0,0,0,-1.8285426388361459E-211
82.8,0,0,0,0,0,-1.3656204517890202E-211
83,0,0,0,0,0,-1.019893755133572E-211
83.2,0,0,0,0,0,-7.6169280446684478E-212
83.4,0,0,0,0,0,-5.6885918308283331E-212
83.6,0,0,0,0,0,-4.248442000238881E-212
83.8,0,0,0,0,0,-3.1728870634695436E-212
84,0,0,0,0,0,-2.3696245157557346E-212
84.2,0,0,0,0,0,-1.76971957505808E-212
84.4,0,0,0,0,0,-1.3216893028914772E-212
84.6,0,0,0,0,0,-9.8708441608350811E-213
84.8,0,0,0,0,0,-7.3718962720160716E-213
85,0,0,0,0,0,-5.5055934183411159E-213
85.2,0,0,0,0,0,-4.1117722997737443E-213
85.4,0,0,0,0,0,-3.0708172871727957E-213
85.6,0,0,0,0,0,-2.293395189154366E-213
85.8,0,0,0,0,0,-1.7127888121532605E-213
86,0,0,0,0,0,-1.2791713913549664E-213
86.2,0,0,0,0,0,-9.5533053278408873E-214
86.4,0,0,0,0,0,-7.134747016995092E-214
86.6,0,0,0,0,0,-5.3284819494013966E-214
86.8,0,0,0,0,0,-3.9794991774010424E-214
87,0,0,0,0,0,-2.9720310312235629E-214
87.2,0,0,0,0,0,-2.2196181119264578E-214
87.4,0,0,0,0,0,-1.6576894759957087E-214
87.6,0,0,0,0,0,-1.238021254224643E-214
87.8,0,0,0,0,0,-9.2459815188929019E-215
88,0,0,0,0,0,-6.9052267039833055E-215
88.2,0,0,0,0,0,-5.1570680447470251E-215
88.4,0,0,0,0,0,-3.8514811979756255E-215
88.6,0,0,0,0,0,-2.8764226668425553E-215
88.8,0,0,0,0,0,-2.1482143967558322E-215
89,0,0,0,0,0,-1.6043626507416973E-215
89.2,0,0,0,0,0,-1.1981948910602547E-215
89.4,0,0,0,0,0,-8.94854412310823E-216
89.6,0,0,0,0,0,-6.6830899147263987E-216
89.8,0,0,0,0,0,-4.9911684173273094E-216
90,0,0,0,0,0,-3.7275814762317874E-216
90.2,0,0,0,0,0,-2.7838899632617141E-216
90.4,0,0,0,0,0,-2.079107694081533E-216
90.6,0,0,0,0,0,-1.5527513158330433E-216
90.8,0,0,0,0,0,-1.1596497168879689E-216
91,0,0,0,0,0,-8.66067510080888E-217
91.2,0,0,0,0,0,-6.4680991259205547E-217
91.4,0,0,0,0,0,-4.8306056763204132E-217
91.6,0,0,0,0,0,-3.6076675304165104E-217
